"name","year","status","wind"
"Emmy",1976,"hurricane",75
"Emmy",1976,"hurricane",80
"Emmy",1976,"hurricane",85
"Emmy",1976,"hurricane",85
"Emmy",1976,"hurricane",85
"Emmy",1976,"hurricane",90
"Emmy",1976,"hurricane",90
"Emmy",1976,"hurricane",85
"Emmy",1976,"hurricane",80
"Emmy",1976,"hurricane",75
"Emmy",1976,"hurricane",70
"Emmy",1976,"hurricane",65
"Emmy",1976,"hurricane",65
"Emmy",1976,"extratropical",50
"Emmy",1976,"extratropical",30
"Frances",1976,"tropical depression",25
"Frances",1976,"tropical storm",50
"Frances",1976,"tropical storm",50
"Frances",1976,"tropical storm",60
"Frances",1976,"hurricane",65
"Frances",1976,"hurricane",65
"Frances",1976,"hurricane",65
"Frances",1976,"hurricane",75
"Frances",1976,"hurricane",90
"Frances",1976,"hurricane",100
"Frances",1976,"hurricane",95
"Frances",1976,"hurricane",65
"Frances",1976,"extratropical",55
"Frances",1976,"extratropical",45
"Gloria",1976,"tropical depression",20
"Gloria",1976,"tropical depression",20
"Gloria",1976,"tropical depression",25
"Gloria",1976,"tropical depression",30
"Gloria",1976,"tropical storm",35
"Gloria",1976,"tropical storm",45
"Gloria",1976,"tropical storm",55
"Gloria",1976,"tropical storm",60
"Gloria",1976,"tropical storm",60
"Gloria",1976,"tropical storm",60
"Gloria",1976,"tropical storm",60
"Gloria",1976,"hurricane",65
"Gloria",1976,"hurricane",65
"Gloria",1976,"hurricane",70
"Gloria",1976,"hurricane",80
"Gloria",1976,"hurricane",85
"Gloria",1976,"hurricane",90
"Gloria",1976,"hurricane",90
"Gloria",1976,"hurricane",90
"Gloria",1976,"hurricane",85
"Gloria",1976,"hurricane",80
"Gloria",1976,"hurricane",75
"Gloria",1976,"hurricane",70
"Gloria",1976,"tropical storm",60
"Gloria",1976,"tropical storm",60
"Gloria",1976,"tropical storm",55
"Gloria",1976,"tropical storm",50
"Gloria",1976,"tropical storm",45
"Gloria",1976,"tropical storm",40
"Gloria",1976,"tropical storm",40
"Gloria",1976,"tropical storm",35
"Gloria",1976,"tropical depression",30
"Gloria",1976,"tropical depression",30
"Gloria",1976,"tropical depression",30
"Gloria",1976,"extratropical",30
"Holly",1976,"tropical depression",25
"Holly",1976,"tropical storm",35
"Holly",1976,"tropical storm",45
"Holly",1976,"hurricane",65
"Holly",1976,"hurricane",65
"Holly",1976,"tropical storm",50
"Holly",1976,"extratropical",35
"Anita",1977,"tropical depression",20
"Anita",1977,"tropical depression",25
"Anita",1977,"tropical depression",30
"Anita",1977,"tropical storm",40
"Anita",1977,"tropical storm",50
"Anita",1977,"hurricane",65
"Anita",1977,"hurricane",70
"Anita",1977,"hurricane",75
"Anita",1977,"hurricane",75
"Anita",1977,"hurricane",80
"Anita",1977,"hurricane",80
"Anita",1977,"hurricane",85
"Anita",1977,"hurricane",90
"Anita",1977,"hurricane",110
"Anita",1977,"hurricane",140
"Anita",1977,"hurricane",150
"Anita",1977,"hurricane",120
"Anita",1977,"hurricane",70
"Anita",1977,"tropical storm",40
"Anita",1977,"tropical depression",25
"Babe",1977,"subtropical depression",25
"Babe",1977,"subtropical storm",35
"Babe",1977,"subtropical storm",45
"Babe",1977,"tropical storm",50
"Babe",1977,"hurricane",65
"Babe",1977,"tropical storm",50
"Babe",1977,"tropical depression",25
"Babe",1977,"tropical depression",25
"Babe",1977,"tropical depression",25
"Babe",1977,"tropical depression",25
"Clara",1977,"tropical depression",20
"Clara",1977,"tropical depression",20
"Clara",1977,"tropical depression",20
"Clara",1977,"tropical depression",25
"Clara",1977,"tropical depression",25
"Clara",1977,"tropical depression",25
"Clara",1977,"tropical depression",30
"Clara",1977,"tropical depression",30
"Clara",1977,"tropical depression",30
"Clara",1977,"tropical depression",30
"Clara",1977,"tropical storm",35
"Clara",1977,"tropical storm",45
"Clara",1977,"hurricane",65
"Clara",1977,"hurricane",65
"Clara",1977,"hurricane",65
"Clara",1977,"tropical storm",60
"Clara",1977,"tropical storm",55
"Clara",1977,"tropical storm",50
"Clara",1977,"tropical storm",45
"Clara",1977,"tropical storm",40
"Clara",1977,"tropical storm",45
"Clara",1977,"tropical storm",45
"Clara",1977,"tropical storm",45
"Clara",1977,"tropical storm",45
"Clara",1977,"extratropical",45
"Clara",1977,"extratropical",45
"Clara",1977,"extratropical",45
"Dorothy",1977,"tropical depression",20
"Dorothy",1977,"tropical depression",20
"Dorothy",1977,"tropical depression",30
"Dorothy",1977,"tropical storm",40
"Dorothy",1977,"tropical storm",45
"Dorothy",1977,"tropical storm",50
"Dorothy",1977,"tropical storm",60
"Dorothy",1977,"hurricane",65
"Dorothy",1977,"hurricane",70
"Dorothy",1977,"hurricane",75
"Dorothy",1977,"hurricane",70
"Dorothy",1977,"hurricane",65
"Dorothy",1977,"extratropical",60
"Dorothy",1977,"extratropical",50
"Dorothy",1977,"extratropical",45
"Evelyn",1977,"tropical depression",30
"Evelyn",1977,"tropical depression",30
"Evelyn",1977,"tropical storm",35
"Evelyn",1977,"tropical storm",40
"Evelyn",1977,"tropical storm",50
"Evelyn",1977,"hurricane",65
"Evelyn",1977,"hurricane",70
"Evelyn",1977,"hurricane",70
"Evelyn",1977,"hurricane",70
"Evelyn",1977,"extratropical",45
"Frieda",1977,"tropical depression",25
"Frieda",1977,"tropical depression",30
"Frieda",1977,"tropical depression",30
"Frieda",1977,"tropical storm",40
"Frieda",1977,"tropical storm",45
"Frieda",1977,"tropical storm",50
"Frieda",1977,"tropical storm",40
"Frieda",1977,"tropical depression",30
"Frieda",1977,"tropical depression",25
"Frieda",1977,"tropical depression",20
"Amelia",1978,"tropical depression",30
"Amelia",1978,"tropical storm",45
"Amelia",1978,"tropical storm",40
"Amelia",1978,"tropical storm",35
"Amelia",1978,"tropical depression",30
"Amelia",1978,"tropical depression",25
"Bess",1978,"tropical depression",20
"Bess",1978,"tropical depression",20
"Bess",1978,"tropical depression",25
"Bess",1978,"tropical depression",30
"Bess",1978,"tropical depression",30
"Bess",1978,"tropical storm",35
"Bess",1978,"tropical storm",40
"Bess",1978,"tropical storm",40
"Bess",1978,"tropical storm",40
"Bess",1978,"tropical storm",45
"Bess",1978,"tropical storm",45
"Bess",1978,"tropical storm",40
"Bess",1978,"tropical depression",25
"Cora",1978,"tropical depression",25
"Cora",1978,"tropical depression",25
"Cora",1978,"tropical depression",25
"Cora",1978,"tropical depression",30
"Cora",1978,"tropical storm",50
"Cora",1978,"hurricane",65
"Cora",1978,"hurricane",80
"Cora",1978,"hurricane",80
"Cora",1978,"hurricane",70
"Cora",1978,"hurricane",65
"Cora",1978,"tropical storm",60
"Cora",1978,"tropical storm",55
"Cora",1978,"tropical storm",55
"Cora",1978,"tropical storm",50
"Cora",1978,"tropical storm",45
"Cora",1978,"tropical storm",35
"Cora",1978,"tropical depression",30
"Cora",1978,"tropical depression",30
"Cora",1978,"tropical depression",30
"Debra",1978,"tropical depression",25
"Debra",1978,"tropical depression",25
"Debra",1978,"tropical depression",25
"Debra",1978,"tropical storm",40
"Debra",1978,"tropical storm",50
"Debra",1978,"tropical depression",30
"Debra",1978,"tropical depression",15
"Ella",1978,"tropical depression",20
"Ella",1978,"tropical depression",20
"Ella",1978,"tropical depression",30
"Ella",1978,"tropical storm",40
"Ella",1978,"tropical storm",50
"Ella",1978,"tropical storm",55
"Ella",1978,"tropical storm",60
"Ella",1978,"hurricane",70
"Ella",1978,"hurricane",90
"Ella",1978,"hurricane",100
"Ella",1978,"hurricane",110
"Ella",1978,"hurricane",110
"Ella",1978,"hurricane",105
"Ella",1978,"hurricane",100
"Ella",1978,"hurricane",80
"Ella",1978,"hurricane",70
"Ella",1978,"hurricane",70
"Ella",1978,"hurricane",80
"Ella",1978,"hurricane",85
"Ella",1978,"hurricane",95
"Ella",1978,"hurricane",110
"Ella",1978,"hurricane",115
"Ella",1978,"hurricane",120
"Ella",1978,"hurricane",115
"Ella",1978,"hurricane",105
"Ella",1978,"hurricane",80
"Ella",1978,"hurricane",65
"Flossie",1978,"tropical depression",25
"Flossie",1978,"tropical storm",40
"Flossie",1978,"tropical storm",40
"Flossie",1978,"tropical storm",35
"Flossie",1978,"tropical depression",30
"Flossie",1978,"tropical depression",25
"Flossie",1978,"tropical depression",30
"Flossie",1978,"tropical storm",35
"Flossie",1978,"tropical storm",45
"Flossie",1978,"tropical storm",55
"Flossie",1978,"tropical storm",60
"Flossie",1978,"hurricane",65
"Flossie",1978,"hurricane",75
"Flossie",1978,"hurricane",80
"Flossie",1978,"hurricane",85
"Flossie",1978,"hurricane",75
"Flossie",1978,"hurricane",65
"Flossie",1978,"tropical storm",55
"Flossie",1978,"extratropical",45
"Hope",1978,"subtropical depression",25
"Hope",1978,"subtropical depression",25
"Hope",1978,"subtropical depression",25
"Hope",1978,"subtropical depression",25
"Hope",1978,"subtropical depression",25
"Hope",1978,"subtropical depression",30
"Hope",1978,"subtropical storm",35
"Hope",1978,"subtropical storm",35
"Hope",1978,"subtropical storm",35
"Hope",1978,"tropical storm",40
"Hope",1978,"tropical storm",45
"Hope",1978,"tropical storm",50
"Hope",1978,"tropical storm",55
"Hope",1978,"tropical storm",55
"Hope",1978,"tropical storm",55
"Hope",1978,"tropical storm",50
"Greta",1978,"tropical storm",35
"Greta",1978,"tropical storm",50
"Greta",1978,"tropical storm",55
"Greta",1978,"hurricane",70
"Greta",1978,"hurricane",80
"Greta",1978,"hurricane",90
"Greta",1978,"hurricane",95
"Greta",1978,"hurricane",110
"Greta",1978,"hurricane",115
"Greta",1978,"hurricane",105
"Greta",1978,"hurricane",100
"Greta",1978,"hurricane",95
"Irma",1978,"subtropical depression",30
"Irma",1978,"subtropical depression",30
"Irma",1978,"tropical storm",40
"Irma",1978,"tropical storm",45
"Irma",1978,"tropical storm",45
"Irma",1978,"tropical storm",40
"Juliet",1978,"tropical depression",25
"Juliet",1978,"tropical depression",30
"Juliet",1978,"tropical depression",30
"Juliet",1978,"tropical storm",35
"Juliet",1978,"tropical storm",40
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",45
"Juliet",1978,"tropical storm",40
"Juliet",1978,"tropical storm",35
"Kendra",1978,"tropical depression",30
"Kendra",1978,"tropical storm",40
"Kendra",1978,"tropical storm",55
"Kendra",1978,"hurricane",65
"Kendra",1978,"hurricane",70
"Kendra",1978,"hurricane",65
"Kendra",1978,"tropical storm",45
"Kendra",1978,"extratropical",30
"Kendra",1978,"extratropical",30
"Kendra",1978,"extratropical",40
"Kendra",1978,"extratropical",30
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",30
"Ana",1979,"tropical depression",30
"Ana",1979,"tropical depression",30
"Ana",1979,"tropical depression",30
"Ana",1979,"tropical storm",35
"Ana",1979,"tropical storm",40
"Ana",1979,"tropical storm",50
"Ana",1979,"tropical storm",40
"Ana",1979,"tropical storm",35
"Ana",1979,"tropical depression",30
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Ana",1979,"tropical depression",25
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",30
"Bob",1979,"tropical storm",35
"Bob",1979,"tropical storm",50
"Bob",1979,"tropical storm",55
"Bob",1979,"hurricane",65
"Bob",1979,"hurricane",65
"Bob",1979,"hurricane",65
"Bob",1979,"tropical storm",40
"Bob",1979,"tropical depression",30
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",25
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Bob",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",25
"Claudette",1979,"tropical depression",25
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical storm",35
"Claudette",1979,"tropical storm",40
"Claudette",1979,"tropical storm",35
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",25
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",25
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical storm",35
"Claudette",1979,"tropical storm",35
"Claudette",1979,"tropical storm",35
"Claudette",1979,"tropical storm",40
"Claudette",1979,"tropical storm",45
"Claudette",1979,"tropical storm",45
"Claudette",1979,"tropical storm",40
"Claudette",1979,"tropical storm",35
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",30
"Claudette",1979,"tropical depression",25
"Claudette",1979,"tropical depression",25
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",20
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"Claudette",1979,"tropical depression",15
"David",1979,"tropical depression",25
"David",1979,"tropical depression",25
"David",1979,"tropical depression",30
"David",1979,"tropical storm",35
"David",1979,"tropical storm",40
"David",1979,"tropical storm",45
"David",1979,"tropical storm",55
"David",1979,"hurricane",65
"David",1979,"hurricane",80
"David",1979,"hurricane",95
"David",1979,"hurricane",115
"David",1979,"hurricane",125
"David",1979,"hurricane",130
"David",1979,"hurricane",125
"David",1979,"hurricane",120
"David",1979,"hurricane",120
"David",1979,"hurricane",125
"David",1979,"hurricane",125
"David",1979,"hurricane",130
"David",1979,"hurricane",140
"David",1979,"hurricane",145
"David",1979,"hurricane",150
"David",1979,"hurricane",145
"David",1979,"hurricane",145
"David",1979,"hurricane",145
"David",1979,"hurricane",150
"David",1979,"hurricane",130
"David",1979,"hurricane",100
"David",1979,"hurricane",65
"David",1979,"tropical storm",60
"David",1979,"hurricane",65
"David",1979,"hurricane",70
"David",1979,"hurricane",70
"David",1979,"hurricane",75
"David",1979,"hurricane",80
"David",1979,"hurricane",80
"David",1979,"hurricane",85
"David",1979,"hurricane",85
"David",1979,"hurricane",85
"David",1979,"hurricane",85
"David",1979,"hurricane",85
"David",1979,"hurricane",80
"David",1979,"hurricane",65
"David",1979,"tropical storm",55
"David",1979,"tropical storm",45
"David",1979,"tropical storm",40
"David",1979,"tropical storm",40
"David",1979,"tropical storm",40
"David",1979,"tropical storm",40
"David",1979,"extratropical",40
"David",1979,"extratropical",45
"David",1979,"extratropical",50
"David",1979,"extratropical",50
"David",1979,"extratropical",55
"David",1979,"extratropical",60
"Frederic",1979,"tropical depression",25
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical storm",35
"Frederic",1979,"tropical storm",40
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",50
"Frederic",1979,"tropical storm",55
"Frederic",1979,"tropical storm",55
"Frederic",1979,"tropical storm",60
"Frederic",1979,"hurricane",65
"Frederic",1979,"hurricane",65
"Frederic",1979,"hurricane",65
"Frederic",1979,"tropical storm",60
"Frederic",1979,"tropical storm",60
"Frederic",1979,"tropical storm",60
"Frederic",1979,"tropical storm",55
"Frederic",1979,"tropical storm",55
"Frederic",1979,"tropical storm",55
"Frederic",1979,"tropical storm",50
"Frederic",1979,"tropical storm",50
"Frederic",1979,"tropical storm",50
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",40
"Frederic",1979,"tropical storm",40
"Frederic",1979,"tropical storm",40
"Frederic",1979,"tropical storm",35
"Frederic",1979,"tropical storm",35
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",25
"Frederic",1979,"tropical depression",25
"Frederic",1979,"tropical depression",25
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical depression",30
"Frederic",1979,"tropical storm",35
"Frederic",1979,"tropical storm",40
"Frederic",1979,"tropical storm",45
"Frederic",1979,"tropical storm",50
"Frederic",1979,"tropical storm",55
"Frederic",1979,"tropical storm",60
