"name","year","wind"
"Gloria",1976,75
"Gloria",1976,70
"Holly",1976,65
"Holly",1976,65
"Anita",1977,65
"Anita",1977,70
"Anita",1977,75
"Anita",1977,75
"Anita",1977,80
"Anita",1977,80
"Anita",1977,85
"Anita",1977,90
"Anita",1977,110
"Anita",1977,140
"Anita",1977,150
"Anita",1977,120
"Anita",1977,70
"Babe",1977,65
"Clara",1977,65
"Clara",1977,65
"Clara",1977,65
"Dorothy",1977,65
"Dorothy",1977,70
"Dorothy",1977,75
"Dorothy",1977,70
"Dorothy",1977,65
"Evelyn",1977,65
"Evelyn",1977,70
"Evelyn",1977,70
"Evelyn",1977,70
"Cora",1978,65
"Cora",1978,80
"Cora",1978,80
"Cora",1978,70
"Cora",1978,65
"Ella",1978,70
"Ella",1978,90
"Ella",1978,100
"Ella",1978,110
"Ella",1978,110
"Ella",1978,105
"Ella",1978,100
"Ella",1978,80
"Ella",1978,70
"Ella",1978,70
"Ella",1978,80
"Ella",1978,85
"Ella",1978,95
"Ella",1978,110
"Ella",1978,115
"Ella",1978,120
"Ella",1978,115
"Ella",1978,105
"Ella",1978,80
"Ella",1978,65
"Flossie",1978,65
"Flossie",1978,75
"Flossie",1978,80
"Flossie",1978,85
"Flossie",1978,75
"Flossie",1978,65
"Greta",1978,70
"Greta",1978,80
"Greta",1978,90
"Greta",1978,95
"Greta",1978,110
"Greta",1978,115
"Greta",1978,105
"Greta",1978,100
"Greta",1978,95
"Kendra",1978,65
"Kendra",1978,70
"Kendra",1978,65
"Bob",1979,65
"Bob",1979,65
"Bob",1979,65
"David",1979,65
"David",1979,80
"David",1979,95
"David",1979,115
"David",1979,125
"David",1979,130
"David",1979,125
"David",1979,120
"David",1979,120
"David",1979,125
"David",1979,125
"David",1979,130
"David",1979,140
"David",1979,145
"David",1979,150
"David",1979,145
"David",1979,145
"David",1979,145
"David",1979,150
"David",1979,130
"David",1979,100
"David",1979,65
"David",1979,65
"David",1979,70
"David",1979,70
"David",1979,75
"David",1979,80
"David",1979,80
"David",1979,85
"David",1979,85
"David",1979,85
"David",1979,85
"David",1979,85
"David",1979,80
"David",1979,65
"Frederic",1979,65
"Frederic",1979,65
"Frederic",1979,65
"Frederic",1979,65
"Frederic",1979,70
"Frederic",1979,75
"Frederic",1979,80
"Frederic",1979,85
"Frederic",1979,95
"Frederic",1979,100
"Frederic",1979,110
"Frederic",1979,115
"Frederic",1979,115
"Frederic",1979,115
"Frederic",1979,95
"Frederic",1979,65
"Gloria",1979,65
"Gloria",1979,65
"Gloria",1979,70
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,70
"Gloria",1979,70
"Gloria",1979,65
"Gloria",1979,65
"Gloria",1979,65
"Gloria",1979,70
"Gloria",1979,75
"Gloria",1979,80
"Gloria",1979,85
"Gloria",1979,85
"Gloria",1979,85
"Gloria",1979,85
"Gloria",1979,80
"Gloria",1979,80
"Gloria",1979,75
"Gloria",1979,75
"Gloria",1979,70
"Gloria",1979,65
"Henri",1979,65
"Henri",1979,75
"Henri",1979,70
"Henri",1979,65
"Allen",1980,65
"Allen",1980,70
"Allen",1980,80
"Allen",1980,95
"Allen",1980,110
"Allen",1980,115
"Allen",1980,125
"Allen",1980,130
"Allen",1980,140
"Allen",1980,145
"Allen",1980,155
"Allen",1980,150
"Allen",1980,140
"Allen",1980,115
"Allen",1980,115
"Allen",1980,125
"Allen",1980,135
"Allen",1980,145
"Allen",1980,155
"Allen",1980,165
"Allen",1980,155
"Allen",1980,130
"Allen",1980,115
"Allen",1980,130
"Allen",1980,145
"Allen",1980,155
"Allen",1980,140
"Allen",1980,125
"Allen",1980,110
"Allen",1980,100
"Allen",1980,85
"Allen",1980,70
"Bonnie",1980,75
"Bonnie",1980,85
"Bonnie",1980,85
"Bonnie",1980,85
"Bonnie",1980,75
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Bonnie",1980,65
"Charley",1980,65
"Charley",1980,70
"Charley",1980,70
"Charley",1980,70
"Charley",1980,65
"Georges",1980,70
"Georges",1980,70
"Georges",1980,70
"Georges",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Earl",1980,65
"Frances",1980,65
"Frances",1980,70
"Frances",1980,80
"Frances",1980,90
"Frances",1980,100
"Frances",1980,100
"Frances",1980,100
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,85
"Frances",1980,80
"Frances",1980,85
"Frances",1980,90
"Frances",1980,90
"Frances",1980,85
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,85
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,90
"Frances",1980,85
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,80
"Frances",1980,75
"Frances",1980,70
"Frances",1980,65
"Frances",1980,65
"Frances",1980,65
"Ivan",1980,65
"Ivan",1980,75
"Ivan",1980,85
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,90
"Ivan",1980,80
"Ivan",1980,75
"Ivan",1980,70
"Ivan",1980,65
"Ivan",1980,65
"Jeanne",1980,65
"Jeanne",1980,75
"Jeanne",1980,85
"Jeanne",1980,70
"Jeanne",1980,65
"Jeanne",1980,65
"Karl",1980,65
"Karl",1980,70
"Karl",1980,75
"Karl",1980,75
"Karl",1980,75
"Karl",1980,70
"Karl",1980,65
"Karl",1980,65
"Karl",1980,65
"Dennis",1981,65
"Dennis",1981,70
"Emily",1981,65
"Emily",1981,70
"Emily",1981,70
"Emily",1981,70
"Emily",1981,75
"Emily",1981,75
"Emily",1981,75
"Emily",1981,80
"Emily",1981,80
"Emily",1981,80
"Emily",1981,80
"Emily",1981,75
"Emily",1981,75
"Emily",1981,70
"Emily",1981,70
"Emily",1981,65
"Floyd",1981,70
"Floyd",1981,80
"Floyd",1981,85
"Floyd",1981,90
"Floyd",1981,95
"Floyd",1981,100
"Floyd",1981,100
"Floyd",1981,100
"Floyd",1981,100
"Floyd",1981,95
"Floyd",1981,90
"Floyd",1981,85
"Gert",1981,70
"Gert",1981,80
"Gert",1981,85
"Gert",1981,90
"Gert",1981,90
"Gert",1981,90
"Gert",1981,90
"Gert",1981,85
"Gert",1981,70
"Harvey",1981,70
"Harvey",1981,70
"Harvey",1981,75
"Harvey",1981,80
"Harvey",1981,85
"Harvey",1981,90
"Harvey",1981,95
"Harvey",1981,110
"Harvey",1981,115
"Harvey",1981,110
"Harvey",1981,105
"Harvey",1981,100
"Harvey",1981,90
"Harvey",1981,85
"Harvey",1981,80
"Harvey",1981,65
"Harvey",1981,65
"Harvey",1981,65
"Harvey",1981,65
"Harvey",1981,65
"Harvey",1981,65
"Harvey",1981,65
"Irene",1981,65
"Irene",1981,70
"Irene",1981,80
"Irene",1981,90
"Irene",1981,85
"Irene",1981,80
"Irene",1981,80
"Irene",1981,85
"Irene",1981,95
"Irene",1981,90
"Irene",1981,90
"Irene",1981,95
"Irene",1981,100
"Irene",1981,105
"Irene",1981,105
"Irene",1981,105
"Irene",1981,100
"Irene",1981,100
"Irene",1981,95
"Irene",1981,90
"Irene",1981,85
"Irene",1981,80
"Irene",1981,75
"Irene",1981,70
"Irene",1981,65
"Katrina",1981,65
"Katrina",1981,75
"Katrina",1981,70
"Katrina",1981,65
"Alberto",1982,75
"Alberto",1982,65
"Debby",1982,65
"Debby",1982,65
"Debby",1982,75
"Debby",1982,90
"Debby",1982,95
"Debby",1982,95
"Debby",1982,95
"Debby",1982,95
"Debby",1982,95
"Debby",1982,95
"Debby",1982,95
"Debby",1982,100
"Debby",1982,115
"Debby",1982,110
"Debby",1982,110
"Debby",1982,100
"Debby",1982,90
"Debby",1982,75
"Debby",1982,70
"Debby",1982,70
"Debby",1982,70
"Alicia",1983,65
"Alicia",1983,70
"Alicia",1983,75
"Alicia",1983,90
"Alicia",1983,95
"Alicia",1983,100
"Alicia",1983,100
"Alicia",1983,80
"Barry",1983,65
"Barry",1983,70
"Barry",1983,70
"Chantal",1983,65
"Chantal",1983,65
"Chantal",1983,65
"Chantal",1983,65
"Chantal",1983,65
"Diana",1984,65
"Diana",1984,70
"Diana",1984,80
"Diana",1984,85
"Diana",1984,100
"Diana",1984,110
"Diana",1984,115
"Diana",1984,95
"Diana",1984,95
"Diana",1984,90
"Diana",1984,85
"Diana",1984,80
"Diana",1984,80
"Diana",1984,65
"Hortense",1984,65
"Hortense",1984,65
"Josephine",1984,65
"Josephine",1984,70
"Josephine",1984,70
"Josephine",1984,75
"Josephine",1984,80
"Josephine",1984,85
"Josephine",1984,85
"Josephine",1984,90
"Josephine",1984,90
"Josephine",1984,90
"Josephine",1984,90
"Josephine",1984,85
"Josephine",1984,85
"Josephine",1984,80
"Josephine",1984,70
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,70
"Josephine",1984,70
"Josephine",1984,70
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,65
"Josephine",1984,65
"Klaus",1984,65
"Klaus",1984,70
"Klaus",1984,75
"Klaus",1984,80
"Klaus",1984,80
"Klaus",1984,80
"Klaus",1984,80
"Klaus",1984,80
"Klaus",1984,80
"Klaus",1984,75
"Klaus",1984,75
"Klaus",1984,75
"Klaus",1984,75
"Klaus",1984,70
"Klaus",1984,70
"Klaus",1984,70
"Klaus",1984,70
"Klaus",1984,70
"Klaus",1984,65
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,70
"Lili",1984,65
"Bob",1985,65
"Bob",1985,65
"Bob",1985,65
"Claudette",1985,65
"Claudette",1985,65
"Claudette",1985,65
"Claudette",1985,70
"Claudette",1985,70
"Claudette",1985,75
"Claudette",1985,75
"Danny",1985,70
"Danny",1985,75
"Danny",1985,80
"Danny",1985,80
"Danny",1985,70
"Elena",1985,65
"Elena",1985,70
"Elena",1985,75
"Elena",1985,80
"Elena",1985,90
"Elena",1985,90
"Elena",1985,90
"Elena",1985,90
"Elena",1985,90
"Elena",1985,90
"Elena",1985,95
"Elena",1985,100
"Elena",1985,105
"Elena",1985,110
"Elena",1985,110
"Elena",1985,105
"Elena",1985,100
"Elena",1985,100
"Gloria",1985,65
"Gloria",1985,65
"Gloria",1985,70
"Gloria",1985,70
"Gloria",1985,65
"Gloria",1985,65
"Gloria",1985,65
"Gloria",1985,65
"Gloria",1985,75
"Gloria",1985,95
"Gloria",1985,100
"Gloria",1985,100
"Gloria",1985,105
"Gloria",1985,120
"Gloria",1985,125
"Gloria",1985,115
"Gloria",1985,95
"Gloria",1985,85
"Gloria",1985,80
"Gloria",1985,80
"Gloria",1985,85
"Gloria",1985,90
"Gloria",1985,90
"Gloria",1985,90
"Gloria",1985,85
"Gloria",1985,75
"Gloria",1985,75
"Juan",1985,65
"Juan",1985,70
"Juan",1985,75
"Juan",1985,75
"Juan",1985,75
"Juan",1985,70
"Juan",1985,65
"Juan",1985,65
"Kate",1985,70
"Kate",1985,75
"Kate",1985,75
"Kate",1985,75
"Kate",1985,80
"Kate",1985,80
"Kate",1985,80
"Kate",1985,80
"Kate",1985,85
"Kate",1985,95
"Kate",1985,95
"Kate",1985,90
"Kate",1985,80
"Kate",1985,85
"Kate",1985,95
"Kate",1985,105
"Kate",1985,105
"Kate",1985,105
"Kate",1985,100
"Kate",1985,95
"Kate",1985,85
"Kate",1985,85
"Kate",1985,80
"Kate",1985,65
"Bonnie",1986,65
"Bonnie",1986,70
"Bonnie",1986,75
"Bonnie",1986,75
"Bonnie",1986,65
"Charley",1986,65
"Charley",1986,65
"Charley",1986,65
"Charley",1986,70
"Charley",1986,65
"Earl",1986,70
"Earl",1986,75
"Earl",1986,80
"Earl",1986,85
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,90
"Earl",1986,85
"Earl",1986,80
"Earl",1986,80
"Earl",1986,75
"Earl",1986,75
"Earl",1986,75
"Earl",1986,70
"Earl",1986,70
"Earl",1986,70
"Earl",1986,70
"Earl",1986,65
"Earl",1986,65
"Earl",1986,65
"Frances",1986,65
"Frances",1986,75
"Frances",1986,75
"Frances",1986,70
"Frances",1986,65
"Arlene",1987,65
"Arlene",1987,65
"Arlene",1987,65
"Arlene",1987,65
"Arlene",1987,65
"Arlene",1987,65
"Arlene",1987,65
"Emily",1987,80
"Emily",1987,90
"Emily",1987,110
"Emily",1987,105
"Emily",1987,95
"Emily",1987,70
"Emily",1987,70
"Emily",1987,75
"Emily",1987,80
"Emily",1987,80
"Emily",1987,75
"Emily",1987,70
"Emily",1987,65
"Floyd",1987,65
"Floyd",1987,65
"Floyd",1987,65
"Debby",1988,65
"Debby",1988,65
"Florence",1988,65
"Florence",1988,70
"Florence",1988,70
"Florence",1988,70
"Gilbert",1988,65
"Gilbert",1988,80
"Gilbert",1988,95
"Gilbert",1988,100
"Gilbert",1988,105
"Gilbert",1988,110
"Gilbert",1988,110
"Gilbert",1988,115
"Gilbert",1988,110
"Gilbert",1988,110
"Gilbert",1988,115
"Gilbert",1988,125
"Gilbert",1988,140
"Gilbert",1988,160
"Gilbert",1988,155
"Gilbert",1988,145
"Gilbert",1988,140
"Gilbert",1988,130
"Gilbert",1988,100
"Gilbert",1988,90
"Gilbert",1988,85
"Gilbert",1988,90
"Gilbert",1988,100
"Gilbert",1988,110
"Gilbert",1988,115
"Gilbert",1988,115
"Gilbert",1988,110
"Gilbert",1988,80
"Helene",1988,70
"Helene",1988,75
"Helene",1988,80
"Helene",1988,90
"Helene",1988,95
"Helene",1988,100
"Helene",1988,110
"Helene",1988,115
"Helene",1988,120
"Helene",1988,125
"Helene",1988,120
"Helene",1988,120
"Helene",1988,115
"Helene",1988,110
"Helene",1988,100
"Helene",1988,100
"Helene",1988,95
"Helene",1988,90
"Helene",1988,85
"Helene",1988,85
"Helene",1988,80
"Helene",1988,80
"Helene",1988,75
"Helene",1988,75
"Helene",1988,75
"Helene",1988,75
"Helene",1988,75
"Helene",1988,80
"Helene",1988,80
"Helene",1988,85
"Helene",1988,90
"Helene",1988,90
"Helene",1988,85
"Helene",1988,75
"Helene",1988,65
"Helene",1988,65
"Joan",1988,65
"Joan",1988,70
"Joan",1988,75
"Joan",1988,80
"Joan",1988,90
"Joan",1988,95
"Joan",1988,105
"Joan",1988,110
"Joan",1988,105
"Joan",1988,85
"Joan",1988,70
"Joan",1988,70
"Joan",1988,75
"Joan",1988,90
"Joan",1988,100
"Joan",1988,110
"Joan",1988,120
"Joan",1988,125
"Joan",1988,125
"Joan",1988,120
"Joan",1988,70
"Chantal",1989,65
"Chantal",1989,70
"Chantal",1989,70
"Chantal",1989,70
"Dean",1989,65
"Dean",1989,70
"Dean",1989,70
"Dean",1989,70
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,75
"Dean",1989,80
"Dean",1989,80
"Dean",1989,85
"Dean",1989,90
"Dean",1989,90
"Dean",1989,85
"Dean",1989,80
"Dean",1989,75
"Dean",1989,65
"Erin",1989,65
"Erin",1989,70
"Erin",1989,70
"Erin",1989,75
"Erin",1989,80
"Erin",1989,80
"Erin",1989,85
"Erin",1989,85
"Erin",1989,90
"Erin",1989,90
"Erin",1989,90
"Erin",1989,90
"Erin",1989,90
"Erin",1989,85
"Erin",1989,80
"Erin",1989,75
"Erin",1989,70
"Erin",1989,65
"Felix",1989,65
"Felix",1989,70
"Felix",1989,75
"Felix",1989,75
"Felix",1989,75
"Felix",1989,70
"Felix",1989,70
"Felix",1989,65
"Gabrielle",1989,65
"Gabrielle",1989,65
"Gabrielle",1989,65
"Gabrielle",1989,65
"Gabrielle",1989,75
"Gabrielle",1989,80
"Gabrielle",1989,85
"Gabrielle",1989,90
"Gabrielle",1989,95
"Gabrielle",1989,100
"Gabrielle",1989,105
"Gabrielle",1989,105
"Gabrielle",1989,105
"Gabrielle",1989,105
"Gabrielle",1989,110
"Gabrielle",1989,115
"Gabrielle",1989,120
"Gabrielle",1989,125
"Gabrielle",1989,125
"Gabrielle",1989,125
"Gabrielle",1989,125
"Gabrielle",1989,125
"Gabrielle",1989,120
"Gabrielle",1989,120
"Gabrielle",1989,120
"Gabrielle",1989,120
"Gabrielle",1989,105
"Gabrielle",1989,95
"Gabrielle",1989,95
"Gabrielle",1989,95
"Gabrielle",1989,90
"Gabrielle",1989,85
"Gabrielle",1989,80
"Gabrielle",1989,75
"Gabrielle",1989,70
"Gabrielle",1989,65
"Gabrielle",1989,65
"Gabrielle",1989,65
"Hugo",1989,65
"Hugo",1989,70
"Hugo",1989,80
"Hugo",1989,85
"Hugo",1989,90
"Hugo",1989,100
"Hugo",1989,110
"Hugo",1989,125
"Hugo",1989,140
"Hugo",1989,135
"Hugo",1989,130
"Hugo",1989,120
"Hugo",1989,120
"Hugo",1989,120
"Hugo",1989,120
"Hugo",1989,120
"Hugo",1989,125
"Hugo",1989,125
"Hugo",1989,130
"Hugo",1989,120
"Hugo",1989,110
"Hugo",1989,110
"Hugo",1989,105
"Hugo",1989,100
"Hugo",1989,90
"Hugo",1989,90
"Hugo",1989,90
"Hugo",1989,90
"Hugo",1989,90
"Hugo",1989,95
"Hugo",1989,95
"Hugo",1989,100
"Hugo",1989,100
"Hugo",1989,110
"Hugo",1989,120
"Hugo",1989,120
"Hugo",1989,120
"Hugo",1989,85
"Jerry",1989,65
"Jerry",1989,70
"Jerry",1989,75
"Jerry",1989,75
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,70
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,65
"Bertha",1990,70
"Diana",1990,65
"Diana",1990,75
"Diana",1990,85
"Diana",1990,85
"Gustav",1990,65
"Gustav",1990,70
"Gustav",1990,75
"Gustav",1990,85
"Gustav",1990,90
"Gustav",1990,95
"Gustav",1990,95
"Gustav",1990,90
"Gustav",1990,85
"Gustav",1990,80
"Gustav",1990,75
"Gustav",1990,70
"Gustav",1990,75
"Gustav",1990,75
"Gustav",1990,80
"Gustav",1990,85
"Gustav",1990,90
"Gustav",1990,95
"Gustav",1990,100
"Gustav",1990,105
"Gustav",1990,100
"Gustav",1990,100
"Gustav",1990,95
"Gustav",1990,90
"Gustav",1990,85
"Gustav",1990,80
"Gustav",1990,75
"Gustav",1990,70
"Gustav",1990,65
"Isidore",1990,65
"Isidore",1990,75
"Isidore",1990,85
"Isidore",1990,80
"Isidore",1990,75
"Isidore",1990,70
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,75
"Isidore",1990,80
"Isidore",1990,80
"Isidore",1990,75
"Isidore",1990,75
"Isidore",1990,70
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Isidore",1990,65
"Josephine",1990,65
"Josephine",1990,65
"Josephine",1990,70
"Josephine",1990,75
"Josephine",1990,70
"Josephine",1990,70
"Klaus",1990,70
"Klaus",1990,70
"Klaus",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Lili",1990,65
"Nana",1990,65
"Nana",1990,70
"Nana",1990,75
"Nana",1990,75
"Nana",1990,70
"Nana",1990,65
"Nana",1990,70
"Nana",1990,75
"Nana",1990,70
"Bob",1991,65
"Bob",1991,70
"Bob",1991,75
"Bob",1991,80
"Bob",1991,85
"Bob",1991,95
"Bob",1991,100
"Bob",1991,95
"Bob",1991,90
"Bob",1991,85
"Claudette",1991,75
"Claudette",1991,95
"Claudette",1991,105
"Claudette",1991,110
"Claudette",1991,115
"Claudette",1991,115
"Claudette",1991,100
"Claudette",1991,90
"Claudette",1991,85
"Claudette",1991,85
"Claudette",1991,80
"Claudette",1991,80
"Claudette",1991,75
"Claudette",1991,75
"Claudette",1991,75
"Claudette",1991,70
"Grace",1991,65
"Grace",1991,65
"Grace",1991,65
"Grace",1991,65
"Grace",1991,70
"Grace",1991,75
"Grace",1991,85
"Grace",1991,90
"AL121991",1991,65
"AL121991",1991,65
"Andrew",1992,65
"Andrew",1992,80
"Andrew",1992,95
"Andrew",1992,110
"Andrew",1992,130
"Andrew",1992,145
"Andrew",1992,150
"Andrew",1992,140
"Andrew",1992,125
"Andrew",1992,130
"Andrew",1992,130
"Andrew",1992,145
"Andrew",1992,145
"Andrew",1992,115
"Andrew",1992,115
"Andrew",1992,115
"Andrew",1992,115
"Andrew",1992,120
"Andrew",1992,125
"Andrew",1992,125
"Andrew",1992,120
"Andrew",1992,100
"Andrew",1992,80
"Bonnie",1992,65
"Bonnie",1992,75
"Bonnie",1992,80
"Bonnie",1992,85
"Bonnie",1992,90
"Bonnie",1992,90
"Bonnie",1992,85
"Bonnie",1992,85
"Bonnie",1992,85
"Bonnie",1992,90
"Bonnie",1992,90
"Bonnie",1992,90
"Bonnie",1992,95
"Bonnie",1992,95
"Bonnie",1992,95
"Bonnie",1992,90
"Bonnie",1992,90
"Bonnie",1992,90
"Bonnie",1992,85
"Bonnie",1992,85
"Bonnie",1992,80
"Bonnie",1992,75
"Bonnie",1992,70
"Bonnie",1992,65
"Charley",1992,65
"Charley",1992,75
"Charley",1992,85
"Charley",1992,90
"Charley",1992,90
"Charley",1992,95
"Charley",1992,95
"Charley",1992,90
"Charley",1992,85
"Charley",1992,75
"Charley",1992,70
"Charley",1992,65
"Charley",1992,65
"Charley",1992,65
"Frances",1992,65
"Frances",1992,65
"Frances",1992,70
"Frances",1992,75
"Frances",1992,75
"Frances",1992,70
"Frances",1992,65
"Frances",1992,65
"Emily",1993,65
"Emily",1993,65
"Emily",1993,75
"Emily",1993,75
"Emily",1993,75
"Emily",1993,75
"Emily",1993,70
"Emily",1993,70
"Emily",1993,70
"Emily",1993,70
"Emily",1993,70
"Emily",1993,70
"Emily",1993,75
"Emily",1993,75
"Emily",1993,80
"Emily",1993,85
"Emily",1993,95
"Emily",1993,100
"Emily",1993,100
"Emily",1993,100
"Emily",1993,100
"Emily",1993,95
"Emily",1993,90
"Emily",1993,90
"Emily",1993,90
"Emily",1993,90
"Emily",1993,85
"Emily",1993,80
"Emily",1993,75
"Emily",1993,70
"Floyd",1993,65
"Floyd",1993,65
"Floyd",1993,65
"Floyd",1993,65
"Gert",1993,65
"Gert",1993,80
"Gert",1993,85
"Gert",1993,85
"Gert",1993,65
"Harvey",1993,65
"Chris",1994,65
"Chris",1994,65
"Chris",1994,65
"Chris",1994,70
"Chris",1994,70
"Chris",1994,70
"Chris",1994,70
"Chris",1994,65
"Florence",1994,65
"Florence",1994,65
"Florence",1994,65
"Florence",1994,70
"Florence",1994,75
"Florence",1994,75
"Florence",1994,75
"Florence",1994,75
"Florence",1994,65
"Florence",1994,65
"Florence",1994,70
"Florence",1994,80
"Florence",1994,90
"Florence",1994,95
"Florence",1994,95
"Florence",1994,85
"Florence",1994,75
"Gordon",1994,65
"Gordon",1994,75
"Gordon",1994,70
"Gordon",1994,70
"Allison",1995,65
"Allison",1995,65
"Allison",1995,65
"Erin",1995,70
"Erin",1995,75
"Erin",1995,75
"Erin",1995,75
"Erin",1995,75
"Erin",1995,75
"Erin",1995,75
"Erin",1995,65
"Erin",1995,70
"Erin",1995,80
"Erin",1995,85
"Erin",1995,75
"Erin",1995,65
